geographicAreaFS,Geographic Area,measuredItemParentFS,Item Parent,measuredItemChildFS,Item Child,timePointYearsSP,Year,Value,Aupus Required
256,Luxembourg,230,Cáshew Nuts Shelled,235,Preprd Nuts(Excl.Grnuts) [%],2011,2011,100,Y
256,Luxembourg,231,Almonds Shelled,235,Preprd Nuts(Excl.Grnuts) [%],2011,2011,100,Y
256,Luxembourg,232,Walnuts Shelled,235,Preprd Nuts(Excl.Grnuts) [%],2011,2011,100,Y
256,Luxembourg,233,Hazelnuts Shelled,235,Preprd Nuts(Excl.Grnuts) [%],2011,2011,100,Y
256,Luxembourg,234,Nuts nes,235,Preprd Nuts(Excl.Grnuts) [%],2011,2011,100,Y
256,Luxembourg,236,Soybeans,237,Oil of Soya Beans [%],2011,2011,100,Y
256,Luxembourg,236,Soybeans,238,Cake of Soya Beans [%],2011,2011,100,Y
256,Luxembourg,267,Sunflower Seed,268,Oil of Sunflower Seed [%],2011,2011,100,Y
256,Luxembourg,267,Sunflower Seed,269,Cake of Sunflower Seed [%],2011,2011,100,Y
256,Luxembourg,270,Rapeseed,271,Oil of Rapeseed [%],2011,2011,100,Y
256,Luxembourg,270,Rapeseed,272,Cake of Rapeseed [%],2011,2011,100,Y
256,Luxembourg,289,Sesame Seed,290,Oil of Sesame Seed [%],2011,2011,100,Y
256,Luxembourg,289,Sesame Seed,291,Cake of Sesame Seed [%],2011,2011,100,Y
256,Luxembourg,292,Mustard Seed,295,Flour of Mustard [%],2011,2011,100,Y
256,Luxembourg,333,Linseed,334,Oil of Linseed [%],2011,2011,100,Y
256,Luxembourg,333,Linseed,335,Cake of Linseed [%],2011,2011,100,Y
256,Luxembourg,334,Oil of Linseed,1274,Oils Boiled etc [%],2011,2011,100,Y
256,Luxembourg,339,Oilseeds nes,340,Oil of Veget Origin nes [%],2011,2011,100,Y
256,Luxembourg,339,Oilseeds nes,341,Cakes of Oilseeds [%],2011,2011,100,Y
256,Luxembourg,358,Cabbages,472,Vegetables Prepared nes [%],2011,2011,100,Y
256,Luxembourg,393,Cauliflower,472,Vegetables Prepared nes [%],2011,2011,100,Y
256,Luxembourg,560,Grapes,564,Wine [%],2011,2011,100,Y
256,Luxembourg,656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,80,Y
256,Luxembourg,656,"Coffee, Green",659,Coffee Extracts [%],2011,2011,20,Y
256,Luxembourg,866,Cattle,867,Beef and Veal [%],2011,2011,100,Y
256,Luxembourg,866,Cattle,868,"Offals of Cattle, Edible [%]",2011,2011,100,Y
256,Luxembourg,866,Cattle,869,Fat of Cattle [%],2011,2011,100,Y
256,Luxembourg,866,Cattle,919,"Cattle Hides, Fresh [%]",2011,2011,100,Y
256,Luxembourg,869,Fat of Cattle,1168,Animal Oils and Fats nes [%],2011,2011,100,Y
256,Luxembourg,919,"Cattle Hides, Fresh",920,Hides Wet-Salted Cattle [%],2011,2011,100,Y
256,Luxembourg,920,Hides Wet-Salted Cattle,921,Hides Dry-Salted Cattle [%],2011,2011,100,Y
256,Luxembourg,976,Sheep,977,Mutton and Lamb [%],2011,2011,100,Y
256,Luxembourg,976,Sheep,978,"Offals of Sheep, Edible [%]",2011,2011,100,Y
256,Luxembourg,976,Sheep,979,Fat of Sheep [%],2011,2011,100,Y
256,Luxembourg,976,Sheep,995,"Sheepskins, Fresh [%]",2011,2011,100,Y
256,Luxembourg,1016,Goats,1017,Goat Meat [%],2011,2011,100,Y
256,Luxembourg,1016,Goats,1018,"Offals of Goats, Edible [%]",2011,2011,100,Y
256,Luxembourg,1016,Goats,1019,Fat of Goats [%],2011,2011,100,Y
256,Luxembourg,1016,Goats,1025,"Goatskins, Fresh [%]",2011,2011,100,Y
256,Luxembourg,1034,Pigs,1035,Pigmeat [%],2011,2011,100,Y
256,Luxembourg,1034,Pigs,1036,"Offals of Pigs, Edible [%]",2011,2011,100,Y
256,Luxembourg,1034,Pigs,1037,Fat of Pigs [%],2011,2011,100,Y
256,Luxembourg,1037,Fat of Pigs,1043,Lard [%],2011,2011,100,Y
256,Luxembourg,1037,Fat of Pigs,1225,Tallow [%],2011,2011,100,Y
256,Luxembourg,1057,Chickens,1058,Chicken Meat [%],2011,2011,100,Y
256,Luxembourg,1096,Horses,1097,Horsemeat [%],2011,2011,100,Y
256,Luxembourg,1096,Horses,1098,Offals of Horse [%],2011,2011,100,Y
256,Luxembourg,1096,Horses,1102,"Horse Hides, Fresh [%]",2011,2011,100,Y
256,Luxembourg,1140,Rabbits,1141,Rabbit Meat [%],2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",16,Flour of Wheat,20,Bread [%],2011,2011,5,Y
154,"Macedonia,The Fmr Yug Rp",16,Flour of Wheat,22,Pastry [%],2011,2011,95,Y
154,"Macedonia,The Fmr Yug Rp",27,"Rice, Paddy",28,"Rice, Husked [%]",2011,2011,10,Y
154,"Macedonia,The Fmr Yug Rp",27,"Rice, Paddy",31,Milled Paddy Rice [%],2011,2011,90,Y
154,"Macedonia,The Fmr Yug Rp",27,"Rice, Paddy",35,Bran of Rice [%],2011,2011,90,Y
154,"Macedonia,The Fmr Yug Rp",32,"Rice, Broken",33,Rice Gluten [%],2011,2011,60,Y
154,"Macedonia,The Fmr Yug Rp",32,"Rice, Broken",34,"Rice, Starch [%]",2011,2011,60,Y
154,"Macedonia,The Fmr Yug Rp",32,"Rice, Broken",38,Rice Flour [%],2011,2011,40,Y
154,"Macedonia,The Fmr Yug Rp",116,Potatoes,118,"Potatoes, frozen [%]",2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",116,Potatoes,120,Potato Offals [%],2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",159,Beet Sugar,162,"Sugar (Centrifugal, Raw) [%]",2011,2011,0,Y
154,"Macedonia,The Fmr Yug Rp",243,Groundnuts Shelled,246,Prepared Groundnuts [%],2011,2011,80,Y
154,"Macedonia,The Fmr Yug Rp",243,Groundnuts Shelled,247,Peanut Butter [%],2011,2011,20,Y
154,"Macedonia,The Fmr Yug Rp",289,Sesame Seed,290,Oil of Sesame Seed [%],2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",289,Sesame Seed,291,Cake of Sesame Seed [%],2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",388,Tomatoes,390,Tomatojuice Single-Stren [%],2011,2011,1,Y
154,"Macedonia,The Fmr Yug Rp",388,Tomatoes,391,Tomato Paste [%],2011,2011,94,Y
154,"Macedonia,The Fmr Yug Rp",388,Tomatoes,392,Peeled Tomatoes [%],2011,2011,5,Y
154,"Macedonia,The Fmr Yug Rp",449,Mushrooms,450,Dried Mushrooms [%],2011,2011,90,Y
154,"Macedonia,The Fmr Yug Rp",449,Mushrooms,451,Canned Mushrooms [%],2011,2011,10,Y
154,"Macedonia,The Fmr Yug Rp",497,Lemons and Limes,628,Fruit Pulp for Feed [%],2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",507,Grapefruit and Pomelos,514,Citrusjuice Concentrated [%],2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",507,Grapefruit and Pomelos,628,Fruit Pulp for Feed [%],2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",515,Apples,517,Ferm. Beverages Exc Wine [%],2011,2011,5,Y
154,"Macedonia,The Fmr Yug Rp",515,Apples,518,Applejuice Single Streng [%],2011,2011,10,Y
154,"Macedonia,The Fmr Yug Rp",515,Apples,519,Applejuice Concentrated [%],2011,2011,10,Y
154,"Macedonia,The Fmr Yug Rp",515,Apples,620,Fruit Dried nes [%],2011,2011,40,Y
154,"Macedonia,The Fmr Yug Rp",515,Apples,628,Fruit Pulp for Feed [%],2011,2011,20,Y
154,"Macedonia,The Fmr Yug Rp",515,Apples,634,Beverages Dist Alcoholic [%],2011,2011,35,Y
154,"Macedonia,The Fmr Yug Rp",515,Apples,654,Dregs from Brewing+Dist. [%],2011,2011,35,Y
154,"Macedonia,The Fmr Yug Rp",521,Pears,623,Fruit Prepared nes [%],2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",530,Sour Cherries,623,Fruit Prepared nes [%],2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",531,Cherries,623,Fruit Prepared nes [%],2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",534,Peaches and Nectarines,623,Fruit Prepared nes [%],2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",534,Peaches and Nectarines,634,Beverages Dist Alcoholic [%],2011,2011,0,Y
154,"Macedonia,The Fmr Yug Rp",534,Peaches and Nectarines,654,Dregs from Brewing+Dist. [%],2011,2011,0,Y
154,"Macedonia,The Fmr Yug Rp",536,Plums,537,"Plums, Dried (Prunes) [%]",2011,2011,0,Y
154,"Macedonia,The Fmr Yug Rp",536,Plums,623,Fruit Prepared nes [%],2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",560,Grapes,562,Grape Juice [%],2011,2011,0,Y
154,"Macedonia,The Fmr Yug Rp",560,Grapes,563,Must of Grapes [%],2011,2011,15,Y
154,"Macedonia,The Fmr Yug Rp",560,Grapes,564,Wine [%],2011,2011,85,Y
154,"Macedonia,The Fmr Yug Rp",560,Grapes,634,Beverages Dist Alcoholic [%],2011,2011,0,Y
154,"Macedonia,The Fmr Yug Rp",560,Grapes,654,Dregs from Brewing+Dist. [%],2011,2011,0,Y
154,"Macedonia,The Fmr Yug Rp",563,Must of Grapes,562,Grape Juice [%],2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",563,Must of Grapes,564,Wine [%],2011,2011,0,Y
154,"Macedonia,The Fmr Yug Rp",564,Wine,565,Vermouths and Similar [%],2011,2011,15,Y
154,"Macedonia,The Fmr Yug Rp",564,Wine,634,Beverages Dist Alcoholic [%],2011,2011,85,Y
154,"Macedonia,The Fmr Yug Rp",867,Beef and Veal,872,Beef Dried Salt Smoked [%],2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",888,Skim Milk of Cows,901,Cheese (Whole Cow Milk) [%],2011,2011,0,Y
154,"Macedonia,The Fmr Yug Rp",888,Skim Milk of Cows,903,"Whey, Fresh [%]",2011,2011,0,Y
154,"Macedonia,The Fmr Yug Rp",919,"Cattle Hides, Fresh",920,Hides Wet-Salted Cattle [%],2011,2011,100,Y
154,"Macedonia,The Fmr Yug Rp",919,"Cattle Hides, Fresh",922,Hides nes Cattle [%],2011,2011,0,Y
154,"Macedonia,The Fmr Yug Rp",1035,Pigmeat,1039,Bacon-Ham of Pigs [%],2011,2011,20,Y
154,"Macedonia,The Fmr Yug Rp",1035,Pigmeat,1041,Sausages Pig Meat [%],2011,2011,70,Y
154,"Macedonia,The Fmr Yug Rp",1035,Pigmeat,1042,Meat Preparations Pigs [%],2011,2011,10,Y
129,Madagascar,108,Cereals nes,111,Flour of Cereals [%],2011,2011,0,Y
129,Madagascar,108,Cereals nes,112,Bran of Cereals [%],2011,2011,0,Y
129,Madagascar,125,Cassava,127,Cassava Tapioca [%],2011,2011,30,Y
129,Madagascar,125,Cassava,129,Cassava Starch [%],2011,2011,5,Y
129,Madagascar,156,Sugar Cane,654,Dregs from Brewing+Dist. [%],2011,2011,6,Y
129,Madagascar,164,Sugar Refined,168,Sugar Confectionery [%],2011,2011,70,Y
129,Madagascar,164,Sugar Refined,633,Beverages Non-Alcoholic [%],2011,2011,30,Y
129,Madagascar,172,Glucose and Dextrose,633,Beverages Non-Alcoholic [%],2011,2011,100,Y
129,Madagascar,249,Coconuts,250,"Coconuts, Dessicated [%]",2011,2011,5,Y
129,Madagascar,249,Coconuts,251,Copra [%],2011,2011,95,Y
129,Madagascar,603,Fruit Tropical Fresh nes,604,Fruit Tropical Dried nes [%],2011,2011,25,Y
129,Madagascar,603,Fruit Tropical Fresh nes,623,Fruit Prepared nes [%],2011,2011,75,Y
129,Madagascar,619,Fruit Fresh nes,620,Fruit Dried nes [%],2011,2011,80,Y
129,Madagascar,619,Fruit Fresh nes,622,Fruit Juice nes [%],2011,2011,20,Y
129,Madagascar,619,Fruit Fresh nes,628,Fruit Pulp for Feed [%],2011,2011,20,Y
129,Madagascar,661,Cocoa Beans,662,Cocoa Paste [%],2011,2011,100,Y
129,Madagascar,661,Cocoa Beans,663,Cocoa Husks+Shell [%],2011,2011,100,Y
130,Malawi,116,Potatoes,118,"Potatoes, frozen [%]",2011,2011,30,Y
130,Malawi,116,Potatoes,119,Potato Starch [%],2011,2011,70,Y
130,Malawi,116,Potatoes,120,Potato Offals [%],2011,2011,30,Y
131,Malaysia,16,Flour of Wheat,22,Pastry [%],2011,2011,49,Y
131,Malaysia,16,Flour of Wheat,23,Wheat Starch [%],2011,2011,41,Y
131,Malaysia,16,Flour of Wheat,24,Wheat Gluten [%],2011,2011,41,Y
131,Malaysia,164,Sugar Refined,168,Sugar Confectionery [%],2011,2011,10,Y
131,Malaysia,164,Sugar Refined,633,Beverages Non-Alcoholic [%],2011,2011,90,Y
131,Malaysia,257,Oil of Palm,1242,Margarine + Shortening [%],2011,2011,0.7,Y
131,Malaysia,257,Oil of Palm,1243,Fat Preparations nes [%],2011,2011,7,Y
131,Malaysia,257,Oil of Palm,1275,Oils Hydrogenated [%],2011,2011,51,Y
131,Malaysia,257,Oil of Palm,1276,Fatty Acids Oils 431.31 [%],2011,2011,40.3,Y
131,Malaysia,257,Oil of Palm,1277,Res Fatty Subst 431.32 [%],2011,2011,1,Y
131,Malaysia,339,Oilseeds nes,340,Oil of Veget Origin nes [%],2011,2011,80,Y
131,Malaysia,339,Oilseeds nes,341,Cakes of Oilseeds [%],2011,2011,80,Y
131,Malaysia,339,Oilseeds nes,343,Flour/Meal of Oilseeds [%],2011,2011,20,Y
131,Malaysia,340,Oil of Veget Origin nes,1274,Oils Boiled etc [%],2011,2011,50,Y
131,Malaysia,340,Oil of Veget Origin nes,1275,Oils Hydrogenated [%],2011,2011,50,Y
131,Malaysia,507,Grapefruit and Pomelos,509,Grapefruitjuice Sing-Str [%],2011,2011,1,Y
131,Malaysia,507,Grapefruit and Pomelos,510,Grapefruitjuice Concentr [%],2011,2011,99,Y
131,Malaysia,574,Pineapples,575,"Pineapples, Canned [%]",2011,2011,83,Y
131,Malaysia,574,Pineapples,576,Pineapplejuice Sing-Stre [%],2011,2011,83,Y
131,Malaysia,574,Pineapples,580,Pineapplejuice Concentr. [%],2011,2011,17,Y
131,Malaysia,656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,0,Y
131,Malaysia,656,"Coffee, Green",658,Coffee Subst Cont Coffee [%],2011,2011,0,Y
131,Malaysia,656,"Coffee, Green",659,Coffee Extracts [%],2011,2011,100,Y
131,Malaysia,867,Beef and Veal,872,Beef Dried Salt Smoked [%],2011,2011,10,Y
131,Malaysia,867,Beef and Veal,873,Meat Extracts [%],2011,2011,90,Y
133,Mali,32,"Rice, Broken",51,Beer of Barley [%],2011,2011,0,Y
133,Mali,49,Malt of Barley,51,Beer of Barley [%],2011,2011,100,Y
133,Mali,84,Flour of Sorghum,51,Beer of Barley [%],2011,2011,100,Y
133,Mali,165,Molasses,632,Alcohol Non Food Purpose [%],2011,2011,100,Y
133,Mali,165,Molasses,634,Beverages Dist Alcoholic [%],2011,2011,0,Y
133,Mali,328,Seed Cotton,769,Cotton Waste [%],2011,2011,100,Y
133,Mali,1126,Camels,1128,"Offals of Camel, Edible [%]",2011,2011,100,Y
133,Mali,1126,Camels,1129,Fat of Camels [%],2011,2011,100,Y
133,Mali,1126,Camels,1133,"Camel Hides, Fresh [%]",2011,2011,100,Y
134,Malta,101,Canary Seed,111,Flour of Cereals [%],2011,2011,100,Y
134,Malta,101,Canary Seed,112,Bran of Cereals [%],2011,2011,100,Y
134,Malta,388,Tomatoes,390,Tomatojuice Single-Stren [%],2011,2011,0,Y
134,Malta,388,Tomatoes,391,Tomato Paste [%],2011,2011,90,Y
134,Malta,388,Tomatoes,392,Peeled Tomatoes [%],2011,2011,10,Y
134,Malta,1225,Tallow,1276,Fatty Acids Oils 431.31 [%],2011,2011,100,Y
137,Mauritius,164,Sugar Refined,633,Beverages Non-Alcoholic [%],2011,2011,100,Y
137,Mauritius,1035,Pigmeat,1041,Sausages Pig Meat [%],2011,2011,100,Y
138,Mexico,243,Groundnuts Shelled,244,Oil of Groundnuts [%],2011,2011,50,Y
138,Mexico,243,Groundnuts Shelled,245,Cake of Groundnuts [%],2011,2011,50,Y
138,Mexico,243,Groundnuts Shelled,246,Prepared Groundnuts [%],2011,2011,50,Y
138,Mexico,260,Olives,261,Oil of Olive [%],2011,2011,0,Y
138,Mexico,260,Olives,273,Olive Residues [%],2011,2011,0,Y
138,Mexico,328,Seed Cotton,769,Cotton Waste [%],2011,2011,100,Y
138,Mexico,388,Tomatoes,390,Tomatojuice Single-Stren [%],2011,2011,5,Y
138,Mexico,388,Tomatoes,391,Tomato Paste [%],2011,2011,92,Y
138,Mexico,388,Tomatoes,392,Peeled Tomatoes [%],2011,2011,3,Y
138,Mexico,446,Green Corn (Maize),447,Sweet Corn Frozen [%],2011,2011,5,Y
138,Mexico,446,Green Corn (Maize),473,Vegetables Frozen [%],2011,2011,95,Y
138,Mexico,490,Oranges,491,Oranjuice Single-Strengt [%],2011,2011,5,Y
138,Mexico,490,Oranges,492,Oranjuice Concentrated [%],2011,2011,95,Y
138,Mexico,495,Tang.Mand.Clement.Satsma,513,Citrusjuice Single-Stren [%],2011,2011,0,Y
138,Mexico,495,Tang.Mand.Clement.Satsma,514,Citrusjuice Concentrated [%],2011,2011,100,Y
138,Mexico,497,Lemons and Limes,498,Lemonjuice Single-Streng [%],2011,2011,15,Y
138,Mexico,497,Lemons and Limes,499,Lemonjuice Concentrated [%],2011,2011,85,Y
138,Mexico,507,Grapefruit and Pomelos,509,Grapefruitjuice Sing-Str [%],2011,2011,30,Y
138,Mexico,507,Grapefruit and Pomelos,510,Grapefruitjuice Concentr [%],2011,2011,70,Y
138,Mexico,512,Citrus Fruit nes,513,Citrusjuice Single-Stren [%],2011,2011,25,Y
138,Mexico,512,Citrus Fruit nes,514,Citrusjuice Concentrated [%],2011,2011,75,Y
138,Mexico,521,Pears,625,"Fruit,Nut,Peel,Sugar Prs [%]",2011,2011,100,Y
138,Mexico,534,Peaches and Nectarines,620,Fruit Dried nes [%],2011,2011,100,Y
138,Mexico,560,Grapes,561,Raisins [%],2011,2011,5,Y
138,Mexico,560,Grapes,562,Grape Juice [%],2011,2011,5,Y
138,Mexico,870,"Beef and Veal,Boneless",875,Beef Preparations [%],2011,2011,100,Y
146,"Moldova, Republic of",59,Bran of Maize,846,Gluten Feed and Meal [%],2011,2011,100,Y
146,"Moldova, Republic of",64,Starch of Maize,172,Glucose and Dextrose [%],2011,2011,100,Y
146,"Moldova, Republic of",157,Sugar Beets,159,Beet Sugar [%],2011,2011,100,Y
146,"Moldova, Republic of",157,Sugar Beets,165,Molasses [%],2011,2011,100,Y
146,"Moldova, Republic of",157,Sugar Beets,169,"Beet Pulp, Dry [%]",2011,2011,100,Y
146,"Moldova, Republic of",172,Glucose and Dextrose,633,Beverages Non-Alcoholic [%],2011,2011,100,Y
146,"Moldova, Republic of",221,Almonds,231,Almonds Shelled [%],2011,2011,100,Y
146,"Moldova, Republic of",267,Sunflower Seed,268,Oil of Sunflower Seed [%],2011,2011,100,Y
146,"Moldova, Republic of",268,Oil of Sunflower Seed,1242,Margarine + Shortening [%],2011,2011,100,Y
146,"Moldova, Republic of",270,Rapeseed,271,Oil of Rapeseed [%],2011,2011,100,Y
146,"Moldova, Republic of",270,Rapeseed,272,Cake of Rapeseed [%],2011,2011,100,Y
146,"Moldova, Republic of",490,Oranges,491,Oranjuice Single-Strengt [%],2011,2011,100,Y
146,"Moldova, Republic of",507,Grapefruit and Pomelos,509,Grapefruitjuice Sing-Str [%],2011,2011,100,Y
146,"Moldova, Republic of",868,"Offals of Cattle, Edible",878,Liver Preparations [%],2011,2011,100,Y
146,"Moldova, Republic of",1058,Chicken Meat,1060,Fat Liver Prep(Foie Gras [%],2011,2011,10,Y
146,"Moldova, Republic of",1058,Chicken Meat,1061,Meat Canned Chicken [%],2011,2011,90,Y
146,"Moldova, Republic of",1079,Turkeys,1080,Turkey Meat [%],2011,2011,100,Y
141,Mongolia,162,"Sugar (Centrifugal, Raw)",164,Sugar Refined [%],2011,2011,100,Y
141,Mongolia,869,Fat of Cattle,1168,Animal Oils and Fats nes [%],2011,2011,100,Y
141,Mongolia,919,"Cattle Hides, Fresh",920,Hides Wet-Salted Cattle [%],2011,2011,80,Y
141,Mongolia,919,"Cattle Hides, Fresh",928,Skins Wet-Salt Calves [%],2011,2011,20,Y
141,Mongolia,982,Sheep Milk,903,"Whey, Fresh [%]",2011,2011,100,Y
141,Mongolia,995,"Sheepskins, Fresh",996,Skin Wet-Salted Sheep [%],2011,2011,50,Y
141,Mongolia,995,"Sheepskins, Fresh",999,Skin With Wool Sheep [%],2011,2011,50,Y
141,Mongolia,1025,"Goatskins, Fresh",1026,Skins Wet-Salted Goats [%],2011,2011,100,Y
141,Mongolia,1102,"Horse Hides, Fresh",1103,Hides Wet-Salted Horses [%],2011,2011,100,Y
273,"Montenegro, Republic of",15,Wheat,16,Flour of Wheat [%],2011,2011,100,Y
273,"Montenegro, Republic of",15,Wheat,17,Bran of Wheat [%],2011,2011,100,Y
273,"Montenegro, Republic of",44,Barley,45,Pot Barley [%],2011,2011,1,Y
273,"Montenegro, Republic of",44,Barley,47,Bran of Barley [%],2011,2011,1,Y
273,"Montenegro, Republic of",44,Barley,49,Malt of Barley [%],2011,2011,99,Y
273,"Montenegro, Republic of",56,Maize,58,Flour of Maize [%],2011,2011,100,Y
273,"Montenegro, Republic of",58,Flour of Maize,63,Maize Gluten [%],2011,2011,100,Y
273,"Montenegro, Republic of",58,Flour of Maize,64,Starch of Maize [%],2011,2011,100,Y
273,"Montenegro, Republic of",64,Starch of Maize,172,Glucose and Dextrose [%],2011,2011,100,Y
273,"Montenegro, Republic of",71,Rye,72,Flour of Rye [%],2011,2011,100,Y
273,"Montenegro, Republic of",71,Rye,73,Bran of Rye [%],2011,2011,100,Y
273,"Montenegro, Republic of",162,"Sugar (Centrifugal, Raw)",164,Sugar Refined [%],2011,2011,100,Y
273,"Montenegro, Republic of",164,Sugar Refined,633,Beverages Non-Alcoholic [%],2011,2011,100,Y
273,"Montenegro, Republic of",260,Olives,261,Oil of Olive [%],2011,2011,100,Y
273,"Montenegro, Republic of",358,Cabbages,474,Veg. in Temp Preservativ [%],2011,2011,100,Y
273,"Montenegro, Republic of",449,Mushrooms,450,Dried Mushrooms [%],2011,2011,100,Y
273,"Montenegro, Republic of",490,Oranges,513,Citrusjuice Single-Stren [%],2011,2011,50,Y
273,"Montenegro, Republic of",490,Oranges,514,Citrusjuice Concentrated [%],2011,2011,50,Y
273,"Montenegro, Republic of",536,Plums,537,"Plums, Dried (Prunes) [%]",2011,2011,100,Y
273,"Montenegro, Republic of",569,Figs,570,"Figs, Dried [%]",2011,2011,100,Y
273,"Montenegro, Republic of",656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,100,Y
273,"Montenegro, Republic of",866,Cattle,867,Beef and Veal [%],2011,2011,100,Y
273,"Montenegro, Republic of",866,Cattle,868,"Offals of Cattle, Edible [%]",2011,2011,100,Y
273,"Montenegro, Republic of",866,Cattle,869,Fat of Cattle [%],2011,2011,100,Y
273,"Montenegro, Republic of",866,Cattle,919,"Cattle Hides, Fresh [%]",2011,2011,100,Y
273,"Montenegro, Republic of",866,Cattle,944,Indigenous Cattle Meat [%],2011,2011,100,Y
273,"Montenegro, Republic of",866,Cattle,945,Biological Cattle Meat [%],2011,2011,100,Y
273,"Montenegro, Republic of",919,"Cattle Hides, Fresh",920,Hides Wet-Salted Cattle [%],2011,2011,100,Y
273,"Montenegro, Republic of",976,Sheep,978,"Offals of Sheep, Edible [%]",2011,2011,100,Y
273,"Montenegro, Republic of",976,Sheep,979,Fat of Sheep [%],2011,2011,100,Y
273,"Montenegro, Republic of",976,Sheep,995,"Sheepskins, Fresh [%]",2011,2011,100,Y
273,"Montenegro, Republic of",1034,Pigs,1036,"Offals of Pigs, Edible [%]",2011,2011,100,Y
273,"Montenegro, Republic of",1034,Pigs,1037,Fat of Pigs [%],2011,2011,100,Y
273,"Montenegro, Republic of",1035,Pigmeat,1039,Bacon-Ham of Pigs [%],2011,2011,100,Y
273,"Montenegro, Republic of",1057,Chickens,1058,Chicken Meat [%],2011,2011,100,Y
273,"Montenegro, Republic of",1057,Chickens,1094,Indigenous Chicken Meat [%],2011,2011,100,Y
273,"Montenegro, Republic of",1057,Chickens,1095,Biological Chicken Meat [%],2011,2011,100,Y
143,Morocco,157,Sugar Beets,159,Beet Sugar [%],2011,2011,99,Y
143,Morocco,157,Sugar Beets,165,Molasses [%],2011,2011,99,Y
143,Morocco,157,Sugar Beets,169,"Beet Pulp, Dry [%]",2011,2011,99,Y
143,Morocco,157,Sugar Beets,632,Alcohol Non Food Purpose [%],2011,2011,1,Y
143,Morocco,164,Sugar Refined,167,Sugar and Syrups nes [%],2011,2011,1,Y
143,Morocco,463,Vegetables Fresh nes,472,Vegetables Prepared nes [%],2011,2011,25,Y
143,Morocco,463,Vegetables Fresh nes,475,Veg.Prep or Pres.Frozen [%],2011,2011,5,Y
143,Morocco,564,Wine,565,Vermouths and Similar [%],2011,2011,25,Y
143,Morocco,564,Wine,634,Beverages Dist Alcoholic [%],2011,2011,75,Y
143,Morocco,656,"Coffee, Green",659,Coffee Extracts [%],2011,2011,100,Y
143,Morocco,888,Skim Milk of Cows,904,Cheese (Skim Cow Milk) [%],2011,2011,100,Y
143,Morocco,901,Cheese (Whole Cow Milk),907,Processed Cheese [%],2011,2011,95,Y
143,Morocco,904,Cheese (Skim Cow Milk),907,Processed Cheese [%],2011,2011,100,Y
143,Morocco,1079,Turkeys,1080,Turkey Meat [%],2011,2011,100,Y
143,Morocco,1079,Turkeys,1087,Indigenous Turkey Meat [%],2011,2011,100,Y
143,Morocco,1079,Turkeys,1088,Biological Turkey Meat [%],2011,2011,100,Y
144,Mozambique,32,"Rice, Broken",51,Beer of Barley [%],2011,2011,88,Y
144,Mozambique,32,"Rice, Broken",634,Beverages Dist Alcoholic [%],2011,2011,12,Y
144,Mozambique,1140,Rabbits,1141,Rabbit Meat [%],2011,2011,100,Y
144,Mozambique,1140,Rabbits,1146,Rabbit Skins [%],2011,2011,100,Y
28,Myanmar,32,"Rice, Broken",632,Alcohol Non Food Purpose [%],2011,2011,100,Y
28,Myanmar,44,Barley,49,Malt of Barley [%],2011,2011,0,Y
28,Myanmar,49,Malt of Barley,51,Beer of Barley [%],2011,2011,0,Y
28,Myanmar,49,Malt of Barley,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
28,Myanmar,49,Malt of Barley,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
28,Myanmar,50,Malt Extracts,51,Beer of Barley [%],2011,2011,0,Y
28,Myanmar,50,Malt Extracts,654,Dregs from Brewing+Dist. [%],2011,2011,0,Y
28,Myanmar,236,Soybeans,238,Cake of Soya Beans [%],2011,2011,100,Y
28,Myanmar,270,Rapeseed,271,Oil of Rapeseed [%],2011,2011,0,Y
28,Myanmar,270,Rapeseed,272,Cake of Rapeseed [%],2011,2011,0,Y
28,Myanmar,866,Cattle,919,"Cattle Hides, Fresh [%]",2011,2011,100,Y
28,Myanmar,946,Buffaloes,957,"Buffalo Hides, Fresh [%]",2011,2011,100,Y
147,Namibia,32,"Rice, Broken",38,Rice Flour [%],2011,2011,100,Y
147,Namibia,71,Rye,72,Flour of Rye [%],2011,2011,100,Y
147,Namibia,116,Potatoes,117,Flour of Potatoes [%],2011,2011,50,Y
147,Namibia,116,Potatoes,121,Potato Tapioca [%],2011,2011,50,Y
